TransactionID,AccountID,TransactionAmount,TransactionDate,TransactionType,Location,DeviceID,IP Address,MerchantID,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,PreviousTransactionDate,BalanceChange,Day_of_Week,TransactionHour,AverageTransactionAmount,Cluster,DistanceToCentroid,DBSCAN_Cluster,Cluster_Description,AnomalyScore,IsAnomaly,AnomalyLabel,Fraud_Risk_Score
TX000437,AC00357,386.38,2023-01-24 16:00:14,Debit,Phoenix,D000461,203.197.235.35,M058,Online,42,Engineer,135,1,5528.36,2024-11-04 08:10:06,5141.98,Tuesday,16,306.72499999999997,2,0.999504875437996,0,Normal,0.18546555212990762,1,Normal,6.59
TX000438,AC00080,165.25,2023-11-24 17:11:27,Debit,Sacramento,D000124,70.130.169.235,M025,Online,35,Doctor,106,1,9939.94,2024-11-04 08:11:35,9774.69,Friday,17,373.06166666666667,1,0.5482020950884975,0,Normal,0.17410841756419476,1,Normal,10.03
TX000439,AC00493,14.29,2023-02-28 16:28:25,Debit,Los Angeles,D000317,90.111.245.138,M070,ATM,34,Engineer,150,1,7016.99,2024-11-04 08:08:52,7002.7,Tuesday,16,118.626,2,0.8232661520418841,0,Normal,0.1816716797705228,1,Normal,7.74
TX000440,AC00420,232.79,2023-09-20 17:36:06,Credit,Indianapolis,D000160,6.234.101.35,M019,Branch,55,Retired,145,1,2661.3,2024-11-04 08:11:40,2894.09,Wednesday,17,447.895,2,0.6258571380807912,0,Normal,0.19761147847684668,1,Normal,2.9
TX000441,AC00040,1237.56,2023-11-13 17:49:04,Credit,Austin,D000077,219.96.187.255,M060,Branch,60,Engineer,159,1,9410.17,2024-11-04 08:11:45,10647.73,Monday,17,585.114,0,1.5684385007636177,0,Normal,0.013573707045415717,1,Normal,58.79
TX000442,AC00351,92.29,2023-02-15 16:17:59,Debit,Albuquerque,D000264,210.136.14.108,M015,Branch,54,Engineer,115,1,2026.32,2024-11-04 08:11:25,1934.03,Wednesday,16,147.705,1,0.7483673988769581,0,Normal,0.1995060299116923,1,Normal,2.32
TX000443,AC00070,293.97,2023-11-13 17:34:15,Debit,Phoenix,D000444,56.89.80.133,M047,Branch,68,Retired,153,1,7371.85,2024-11-04 08:08:57,7077.88,Monday,17,236.48375000000001,2,0.6019113402153596,0,Normal,0.1956454746044866,1,Normal,3.49
TX000444,AC00273,136.32,2023-10-11 18:50:24,Debit,Miami,D000548,217.233.219.196,M060,Online,19,Student,113,1,264.83,2024-11-04 08:09:24,128.51,Wednesday,18,597.675,1,0.6671658225623547,0,Normal,0.15888008067326242,1,Normal,14.66
TX000445,AC00280,251.06,2023-12-06 17:27:14,Debit,Colorado Springs,D000593,195.237.152.198,M003,Online,36,Doctor,34,1,10001.66,2024-11-04 08:10:13,9750.6,Wednesday,17,347.662,1,0.5313760185630548,0,Normal,0.14728342982189813,1,Normal,18.18
TX000446,AC00480,50.17,2023-09-18 16:57:44,Credit,Sacramento,D000549,25.188.196.47,M039,ATM,77,Retired,35,1,7752.14,2024-11-04 08:10:59,7802.31,Monday,16,300.8636363636364,1,0.6712546056952186,0,Normal,0.16544559171508122,1,Normal,12.67
TX000447,AC00122,21.4,2023-12-26 16:07:28,Debit,Fresno,D000537,198.166.198.233,M027,Branch,34,Engineer,258,1,9594.11,2024-11-04 08:11:40,9572.710000000001,Tuesday,16,259.39833333333337,2,1.166624896466665,0,Normal,0.07873331304769415,1,Normal,39.0
TX000448,AC00072,73.28,2023-03-10 17:33:12,Debit,Boston,D000137,206.84.69.39,M096,Branch,21,Student,21,1,1329.41,2024-11-04 08:10:57,1256.13,Friday,17,322.255,1,0.7815473678280936,0,Normal,0.13703505537274135,1,Normal,21.29
TX000449,AC00093,70.23,2023-09-13 16:18:07,Debit,Memphis,D000293,146.47.189.38,M066,ATM,38,Doctor,260,1,11624.93,2024-11-04 08:07:16,11554.7,Wednesday,16,351.7144444444445,2,1.1170157098593854,0,Normal,0.056970558267457894,1,Normal,45.61
TX000450,AC00407,689.29,2023-01-06 17:30:07,Debit,El Paso,D000286,166.41.54.117,M034,ATM,22,Student,100,1,168.84,2024-11-04 08:07:49,-520.4499999999999,Friday,17,388.3,0,0.4909477753180006,0,Normal,0.11391331424082768,1,Normal,28.32
TX000451,AC00495,745.03,2023-08-03 17:42:02,Debit,Fort Worth,D000031,30.92.249.132,M075,Online,28,Student,231,1,160.57,2024-11-04 08:09:15,-584.46,Thursday,17,300.72125,0,1.6758821635091345,0,Normal,0.03085071460684674,1,Normal,53.54
TX000452,AC00119,54.61,2023-12-04 16:10:04,Debit,Milwaukee,D000079,39.163.103.27,M043,ATM,58,Engineer,160,1,7135.64,2024-11-04 08:07:19,7081.030000000001,Monday,16,273.21166666666664,2,0.6254260934486927,0,Normal,0.18610592823110134,1,Normal,6.39
TX000453,AC00271,54.05,2023-04-25 16:53:22,Debit,Louisville,D000373,167.104.180.235,M008,Branch,27,Student,146,1,469.14,2024-11-04 08:11:34,415.09,Tuesday,16,142.30599999999998,2,0.7697068226716232,0,Normal,0.16738048649451992,1,Normal,12.08
TX000454,AC00235,107.47,2023-04-12 17:39:29,Debit,Austin,D000606,59.208.79.116,M037,Online,67,Retired,144,1,7517.5,2024-11-04 08:12:09,7410.03,Wednesday,17,193.32857142857145,2,0.6955076651492068,0,Normal,0.1951849110148811,1,Normal,3.63
TX000455,AC00264,611.11,2023-10-18 18:32:31,Debit,Detroit,D000215,141.201.46.191,M045,ATM,20,Student,282,4,919.84,2024-11-04 08:11:12,308.73,Wednesday,18,441.25500000000005,2,1.9595992372460633,-1,Fraud (Outliers),-0.09413791679126604,-1,Potential Fraud,91.5
TX000456,AC00307,219.63,2023-11-10 16:06:27,Debit,Charlotte,D000220,146.47.189.38,M002,ATM,48,Doctor,44,1,8013.63,2024-11-04 08:07:29,7794.0,Friday,16,204.59333333333333,1,0.3597601955722674,0,Normal,0.1763603335421451,1,Normal,9.35
TX000457,AC00434,188.7,2023-02-10 16:01:04,Debit,New York,D000501,55.139.104.163,M099,Branch,54,Retired,123,1,5077.06,2024-11-04 08:09:59,4888.360000000001,Friday,16,257.0142857142857,1,0.7850609291110016,0,Normal,0.1956063525998904,1,Normal,3.51
TX000458,AC00290,93.52,2023-08-14 17:41:24,Debit,Philadelphia,D000430,190.251.45.32,M011,Online,51,Engineer,97,1,2791.2,2024-11-04 08:08:04,2697.68,Monday,17,472.71500000000003,1,0.5275569791484461,0,Normal,0.19741910494763681,1,Normal,2.95
TX000459,AC00021,275.92,2023-09-18 18:47:52,Credit,Nashville,D000315,112.196.12.19,M042,Branch,62,Retired,107,1,1777.38,2024-11-04 08:07:39,2053.3,Monday,18,532.9175,1,0.6306888479799516,0,Normal,0.20212739648997613,1,Normal,1.52
TX000460,AC00499,376.79,2023-01-30 17:47:18,Debit,Milwaukee,D000242,143.212.47.226,M039,Branch,68,Retired,265,1,7749.14,2024-11-04 08:08:44,7372.35,Monday,17,331.61285714285714,2,1.265954296167926,0,Normal,0.11726098115906086,1,Normal,27.3
TX000461,AC00148,8.98,2023-08-21 16:07:13,Debit,Detroit,D000229,188.225.207.71,M063,Online,66,Retired,56,1,4516.76,2024-11-04 08:10:53,4507.780000000001,Monday,16,573.758,1,0.6411390435346311,0,Normal,0.15809274807378365,1,Normal,14.9
TX000462,AC00200,697.32,2023-05-11 16:30:04,Debit,Atlanta,D000277,163.58.140.206,M080,Online,68,Retired,91,1,2016.02,2024-11-04 08:11:18,1318.6999999999998,Thursday,16,221.06714285714287,0,0.5381146687514,0,Normal,0.15189158587347956,1,Normal,16.78
TX000463,AC00074,17.45,2023-09-13 16:41:19,Debit,Omaha,D000630,28.149.72.129,M059,ATM,18,Student,88,1,1959.52,2024-11-04 08:09:39,1942.07,Wednesday,16,132.36666666666667,1,0.6536615679660304,0,Normal,0.1802243937939514,1,Normal,8.18
TX000464,AC00417,302.16,2023-10-18 17:47:52,Debit,Kansas City,D000123,84.237.126.96,M014,Online,80,Retired,138,5,3876.61,2024-11-04 08:07:38,3574.4500000000003,Wednesday,17,154.33599999999998,2,0.8010637564932073,2,Suspicious Group 2,-0.05896766294845801,-1,Potential Fraud,80.82
TX000465,AC00182,442.74,2023-10-16 17:47:41,Debit,San Diego,D000563,141.241.241.128,M019,Branch,23,Student,136,1,1790.27,2024-11-04 08:09:45,1347.53,Monday,17,444.20124999999996,2,1.1258673878278866,0,Normal,0.1743632051825535,1,Normal,9.96
TX000466,AC00177,623.9,2023-08-08 17:44:21,Debit,San Jose,D000162,206.84.69.39,M005,ATM,27,Student,249,1,711.47,2024-11-04 08:10:15,87.57000000000005,Tuesday,17,328.1222222222222,2,1.7086204989850302,0,Normal,0.0775041967496608,1,Normal,39.37
TX000467,AC00063,445.41,2023-11-20 16:27:31,Debit,Fresno,D000039,185.23.87.107,M015,ATM,35,Doctor,235,3,12154.66,2024-11-04 08:08:08,11709.25,Monday,16,319.272,2,1.0899602796459988,1,Suspicious Group 1,-0.06215578801309707,-1,Potential Fraud,81.79
TX000468,AC00300,63.41,2023-11-24 17:29:06,Debit,Fort Worth,D000116,141.241.241.128,M035,ATM,26,Student,36,1,1546.22,2024-11-04 08:07:15,1482.81,Friday,17,171.302,1,0.6293732843044241,0,Normal,0.169929001223864,1,Normal,11.3
TX000469,AC00218,346.85,2023-11-03 18:33:50,Debit,Kansas City,D000128,13.149.61.4,M025,ATM,44,Doctor,88,1,7208.15,2024-11-04 08:10:25,6861.299999999999,Friday,18,260.46285714285716,1,0.6105521436996213,0,Normal,0.20053095730269194,1,Normal,2.01
TX000470,AC00036,71.95,2023-02-13 16:39:52,Credit,Omaha,D000410,162.58.247.55,M100,Online,59,Engineer,53,1,9267.32,2024-11-04 08:06:23,9339.27,Monday,16,321.68,1,0.45591893856830673,0,Normal,0.14839637431856423,1,Normal,17.84
TX000471,AC00371,7.5,2023-02-17 16:08:54,Debit,Dallas,D000181,203.197.235.35,M054,Online,63,Retired,36,1,6485.78,2024-11-04 08:11:28,6478.28,Friday,16,164.325,1,0.7732351872103557,0,Normal,0.15243341193996007,1,Normal,16.62
TX000472,AC00398,206.46,2023-11-27 18:26:02,Debit,Virginia Beach,D000620,110.150.1.201,M013,ATM,65,Retired,279,1,3984.38,2024-11-04 08:06:44,3777.92,Monday,18,408.5971428571429,2,1.3036089495242267,0,Normal,0.10016507168370115,1,Normal,32.49
TX000473,AC00213,423.11,2023-07-25 18:41:02,Debit,Columbus,D000113,64.57.44.102,M055,ATM,60,Engineer,47,1,412.78,2024-11-04 08:10:58,-10.330000000000041,Tuesday,18,262.7866666666667,1,0.8561919128377031,0,Normal,0.1379477422201707,1,Normal,21.02
TX000474,AC00464,35.84,2023-03-28 17:23:54,Credit,Colorado Springs,D000422,35.73.67.98,M013,Online,54,Retired,172,1,4795.65,2024-11-04 08:10:57,4831.49,Tuesday,17,337.77125,2,0.5917287292897606,0,Normal,0.1647518148046601,1,Normal,12.88
TX000475,AC00219,88.6,2023-02-14 17:01:44,Credit,Raleigh,D000403,170.54.231.239,M054,Branch,28,Student,105,1,246.57,2024-11-04 08:08:47,335.16999999999996,Tuesday,17,142.899,1,0.6303029099332752,0,Normal,0.1562259304591817,1,Normal,15.47
TX000476,AC00464,1431.3,2023-09-04 18:46:40,Debit,Oklahoma City,D000563,7.105.184.86,M082,ATM,18,Student,168,1,1058.13,2024-11-04 08:11:20,-373.16999999999985,Monday,18,337.77125,0,2.2330889727096146,0,Normal,-0.01878276990274219,-1,Potential Fraud,68.62
TX000477,AC00442,53.81,2023-10-16 16:55:44,Credit,Raleigh,D000663,34.86.220.205,M079,ATM,55,Engineer,37,2,2564.62,2024-11-04 08:12:05,2618.43,Monday,16,186.5911111111111,1,0.6423620880998663,3,Suspicious Group 3,0.047220320749137956,1,Normal,48.57
TX000478,AC00054,22.46,2023-05-17 16:03:51,Debit,New York,D000602,147.119.62.178,M087,Online,54,Retired,78,1,6631.5,2024-11-04 08:07:46,6609.04,Wednesday,16,194.64111111111112,1,0.5885620729039385,0,Normal,0.18543724402838885,1,Normal,6.59
TX000479,AC00392,334.89,2023-07-20 18:23:13,Debit,Fort Worth,D000697,32.13.122.242,M040,Online,21,Student,260,1,1661.68,2024-11-04 08:08:44,1326.79,Thursday,18,288.1133333333333,2,1.1367773223151023,0,Normal,0.11577615638005162,1,Normal,27.75
TX000480,AC00350,319.27,2023-07-20 16:58:05,Credit,Omaha,D000457,214.67.148.245,M068,Online,54,Retired,59,1,5504.01,2024-11-04 08:06:35,5823.280000000001,Thursday,16,907.92,1,0.46416462688503796,0,Normal,0.19104781508338647,1,Normal,4.89
TX000481,AC00306,144.3,2023-12-08 17:24:44,Debit,Oklahoma City,D000098,93.170.203.44,M049,ATM,18,Student,88,1,312.19,2024-11-04 08:10:39,167.89,Friday,17,219.86333333333334,1,0.3235966671132784,0,Normal,0.1636526397196424,1,Normal,13.21
TX000482,AC00229,348.7,2023-05-02 17:13:45,Credit,Fresno,D000175,142.184.68.230,M067,Branch,69,Retired,149,1,2445.58,2024-11-04 08:06:58,2794.2799999999997,Tuesday,17,220.66199999999998,2,0.7644324433328349,0,Normal,0.19005004720221436,1,Normal,5.19
TX000483,AC00148,366.21,2023-01-12 17:57:06,Debit,Oklahoma City,D000483,210.160.90.52,M052,ATM,62,Doctor,181,1,10862.99,2024-11-04 08:11:36,10496.78,Thursday,17,573.758,2,0.5933603075379034,0,Normal,0.1312805710416629,1,Normal,23.04
TX000484,AC00305,99.11,2023-05-01 16:58:41,Debit,Philadelphia,D000195,42.219.228.159,M015,Online,55,Retired,12,1,5414.87,2024-11-04 08:09:35,5315.76,Monday,16,230.47833333333332,1,0.8591445690436094,0,Normal,0.1365229222214308,1,Normal,21.45
TX000485,AC00329,539.35,2023-05-22 17:34:50,Debit,Milwaukee,D000051,216.32.4.105,M002,ATM,55,Retired,127,1,3919.44,2024-11-04 08:11:49,3380.09,Monday,17,220.51333333333335,0,0.9698142401261206,0,Normal,0.16324187636441873,1,Normal,13.33
TX000486,AC00400,188.99,2023-06-08 16:43:06,Debit,Oklahoma City,D000551,200.136.146.93,M065,Branch,58,Engineer,92,1,7315.34,2024-11-04 08:07:32,7126.35,Thursday,16,162.91199999999998,1,0.34188504291953303,0,Normal,0.1979317215952791,1,Normal,2.8
TX000487,AC00148,1416.69,2023-01-16 17:00:11,Debit,Nashville,D000418,219.98.242.240,M015,ATM,46,Engineer,58,1,3740.73,2024-11-04 08:11:35,2324.04,Monday,17,573.758,0,2.2073975512277624,0,Normal,-0.003614928105620918,-1,Potential Fraud,64.01
TX000488,AC00128,710.14,2023-03-08 16:20:43,Debit,El Paso,D000667,83.207.115.164,M059,ATM,26,Student,227,1,465.63,2024-11-04 08:12:20,-244.51,Wednesday,16,460.6985714285715,0,1.6420732286685575,0,Normal,0.06400860268438602,1,Normal,43.47
TX000489,AC00463,308.68,2023-02-27 17:14:10,Debit,Milwaukee,D000391,86.220.59.252,M064,Online,53,Doctor,170,1,9992.36,2024-11-04 08:10:16,9683.68,Monday,17,119.89,2,0.46450914709185526,0,Normal,0.15282773194945193,1,Normal,16.5
TX000490,AC00256,166.68,2023-03-27 18:47:56,Debit,Mesa,D000130,187.52.200.18,M008,ATM,57,Retired,139,1,5141.19,2024-11-04 08:12:19,4974.509999999999,Monday,18,419.46333333333337,2,0.7052702196157026,0,Normal,0.20079937861984892,1,Normal,1.93
TX000491,AC00166,0.99,2023-09-13 16:55:14,Debit,Los Angeles,D000503,187.199.178.27,M029,ATM,45,Engineer,133,1,4317.85,2024-11-04 08:09:12,4316.860000000001,Wednesday,16,234.57666666666668,2,1.028818957304632,0,Normal,0.16334582123653546,1,Normal,13.3
TX000492,AC00318,505.19,2023-03-14 16:25:04,Debit,Kansas City,D000660,60.89.202.192,M023,ATM,30,Doctor,128,5,5326.68,2024-11-04 08:10:19,4821.490000000001,Tuesday,16,402.93600000000004,0,1.0875563273327498,2,Suspicious Group 2,-0.057815756540340546,-1,Potential Fraud,80.47
TX000493,AC00213,66.58,2023-12-04 17:06:43,Debit,Raleigh,D000419,20.147.6.179,M040,Branch,23,Student,79,1,1636.32,2024-11-04 08:08:48,1569.74,Monday,17,262.7866666666667,1,0.4481290949436699,0,Normal,0.1917539960298011,1,Normal,4.68
TX000494,AC00075,223.43,2023-02-08 17:59:42,Debit,Dallas,D000095,198.73.211.114,M091,Branch,77,Retired,178,1,7932.41,2024-11-04 08:09:38,7708.98,Wednesday,17,218.37400000000002,2,0.17047584623552778,0,Normal,0.1676814653958496,1,Normal,11.99
TX000495,AC00498,659.95,2023-09-20 16:59:45,Debit,Detroit,D000665,94.227.164.192,M044,Online,60,Engineer,114,1,3927.69,2024-11-04 08:06:26,3267.74,Wednesday,16,381.3775,0,0.5417880876665745,0,Normal,0.15248362060055776,1,Normal,16.6
TX000496,AC00039,634.86,2023-08-10 16:28:55,Debit,Chicago,D000151,122.94.26.104,M009,ATM,27,Student,45,1,588.5,2024-11-04 08:08:00,-46.360000000000014,Thursday,16,302.96571428571434,0,1.1822232116945972,0,Normal,0.125616733016383,1,Normal,24.76
TX000497,AC00114,286.5,2023-10-23 16:58:04,Credit,Boston,D000602,16.128.130.153,M097,Branch,30,Engineer,60,1,8517.95,2024-11-04 08:09:17,8804.45,Monday,16,317.3228571428572,1,0.35282391751100234,0,Normal,0.18466488755677424,1,Normal,6.83
TX000498,AC00326,322.96,2023-11-27 16:21:20,Credit,Philadelphia,D000275,135.29.211.116,M033,Branch,76,Retired,168,1,2401.59,2024-11-04 08:11:24,2724.55,Monday,16,238.208,2,0.5211040609992885,0,Normal,0.18378102880159303,1,Normal,7.1
TX000499,AC00450,654.48,2023-08-07 16:37:06,Debit,Columbus,D000277,148.112.151.27,M047,Branch,19,Student,114,1,6776.41,2024-11-04 08:10:17,6121.93,Monday,16,306.9633333333333,0,0.5605207205435728,0,Normal,0.14967459003672884,1,Normal,17.45
TX000500,AC00325,157.97,2023-06-21 16:00:51,Debit,Philadelphia,D000635,89.237.88.251,M009,Branch,48,Doctor,140,1,5529.92,2024-11-04 08:10:06,5371.95,Wednesday,16,331.656,2,0.6959908903671642,0,Normal,0.19484867333586625,1,Normal,3.74
TX000501,AC00433,120.9,2023-07-12 16:17:27,Debit,Tucson,D000195,200.136.146.93,M074,Branch,40,Doctor,52,1,9009.42,2024-11-04 08:08:19,8888.52,Wednesday,16,565.7666666666667,1,0.3280684809446143,0,Normal,0.16431318029414738,1,Normal,13.01
TX000502,AC00284,254.77,2023-01-18 16:47:29,Debit,Denver,D000216,16.128.130.153,M031,Branch,57,Engineer,57,1,5994.87,2024-11-04 08:07:07,5740.099999999999,Wednesday,16,441.66875,1,0.274919172817095,0,Normal,0.185522674081957,1,Normal,6.57
TX000503,AC00103,795.96,2023-09-28 17:53:43,Debit,Raleigh,D000283,54.252.249.33,M014,Online,65,Retired,119,1,5468.58,2024-11-04 08:08:26,4672.62,Thursday,17,429.0,0,0.09406371111411978,0,Normal,0.12511632661701372,1,Normal,24.91
TX000504,AC00080,149.25,2023-04-10 16:38:45,Debit,Omaha,D000604,3.77.114.6,M067,ATM,39,Engineer,142,1,5677.52,2024-11-04 08:07:41,5528.27,Monday,16,373.06166666666667,2,0.6742810521317594,0,Normal,0.19647054950717646,1,Normal,3.24
TX000505,AC00052,3.42,2023-09-25 16:14:35,Credit,San Antonio,D000484,151.247.130.190,M092,Online,43,Doctor,158,1,14180.21,2024-11-04 08:08:48,14183.63,Monday,16,141.48999999999998,2,0.784009929693012,0,Normal,0.05651209024278048,1,Normal,45.75
TX000506,AC00095,68.19,2023-03-14 16:07:32,Credit,Fresno,D000589,134.140.85.231,M026,Online,40,Doctor,189,1,9895.1,2024-11-04 08:07:50,9963.29,Tuesday,16,397.73375,2,0.43609652015090683,0,Normal,0.1270539780585399,1,Normal,24.32
TX000507,AC00327,493.42,2023-06-14 17:21:32,Debit,Baltimore,D000474,28.149.72.129,M039,Branch,39,Engineer,111,1,2232.84,2024-11-04 08:10:01,1739.42,Wednesday,17,459.555,0,1.113625063984309,0,Normal,0.1623411351884388,1,Normal,13.61
TX000508,AC00491,37.57,2023-04-26 18:35:50,Debit,El Paso,D000422,173.135.78.201,M048,ATM,57,Retired,42,1,7739.54,2024-11-04 08:09:21,7701.97,Wednesday,18,37.57,1,0.6394663333877959,0,Normal,0.16653232187270028,1,Normal,12.34
TX000509,AC00353,127.0,2023-09-15 17:09:41,Credit,Nashville,D000024,154.138.163.229,M015,Branch,19,Student,68,5,431.16,2024-11-04 08:10:12,558.1600000000001,Friday,17,76.75,1,0.21309231307389678,2,Suspicious Group 2,-0.08211692812198457,-1,Potential Fraud,87.85
TX000510,AC00266,96.89,2023-03-16 16:02:01,Debit,Sacramento,D000295,136.105.231.135,M005,ATM,59,Retired,53,1,6044.93,2024-11-04 08:11:06,5948.04,Thursday,16,153.5325,1,0.3827782745461579,0,Normal,0.17674874148357989,1,Normal,9.23
TX000511,AC00167,448.33,2023-05-01 16:11:56,Debit,Atlanta,D000452,142.148.226.178,M031,ATM,25,Student,161,1,922.19,2024-11-04 08:09:44,473.86000000000007,Monday,16,316.31399999999996,2,0.9477769601882895,0,Normal,0.16274106118165155,1,Normal,13.49
TX000512,AC00153,1116.48,2023-09-18 17:44:50,Debit,San Diego,D000633,164.75.163.220,M057,ATM,51,Engineer,55,1,447.53,2024-11-04 08:11:35,-668.95,Monday,17,350.27,0,1.335410800974462,0,Normal,0.03815745148659,1,Normal,51.32
TX000513,AC00012,8.65,2023-06-05 17:08:37,Debit,Las Vegas,D000309,200.136.146.93,M037,Online,48,Doctor,273,1,10778.35,2024-11-04 08:09:03,10769.7,Monday,17,344.63000000000005,2,1.3751651881523863,0,Normal,0.05679573848894626,1,Normal,45.66
TX000514,AC00469,65.57,2023-04-06 17:24:16,Debit,Miami,D000649,1.198.76.182,M039,Online,41,Engineer,82,1,7513.79,2024-11-04 08:06:26,7448.22,Thursday,17,65.57,1,0.4679341767818153,0,Normal,0.19612150342503842,1,Normal,3.35
TX000515,AC00127,539.81,2023-02-21 16:14:16,Debit,San Francisco,D000632,51.196.87.214,M064,Online,46,Engineer,177,1,2051.25,2024-11-04 08:09:05,1511.44,Tuesday,16,272.72499999999997,2,1.1901226117373194,0,Normal,0.14634235639947446,1,Normal,18.47
TX000516,AC00480,363.53,2023-01-18 17:03:54,Debit,Kansas City,D000131,134.140.85.231,M068,ATM,63,Retired,142,1,1038.91,2024-11-04 08:10:57,675.3800000000001,Wednesday,17,300.8636363636364,2,0.8726321657859353,0,Normal,0.1863375361282179,1,Normal,6.32
TX000517,AC00092,64.9,2023-02-14 16:23:39,Credit,Detroit,D000165,45.246.89.225,M043,Branch,51,Retired,72,1,6854.61,2024-11-04 08:10:18,6919.509999999999,Tuesday,16,289.7,1,0.42950335914125365,0,Normal,0.1899794833822635,1,Normal,5.21
TX000518,AC00122,358.18,2023-04-10 16:44:52,Debit,Boston,D000650,100.198.165.4,M028,ATM,18,Student,157,1,619.86,2024-11-04 08:07:58,261.68,Monday,16,259.39833333333337,2,0.7110311278898878,0,Normal,0.1713852652177536,1,Normal,10.86
TX000519,AC00067,167.2,2023-01-18 17:53:37,Debit,San Antonio,D000002,56.67.227.142,M036,Branch,30,Doctor,84,1,11320.83,2024-11-04 08:06:52,11153.63,Wednesday,17,460.6257142857143,1,0.23967408689221192,0,Normal,0.14434172469852713,1,Normal,19.07
TX000520,AC00014,121.91,2023-06-26 18:39:52,Debit,Chicago,D000264,135.29.211.116,M015,Branch,60,Doctor,133,1,14510.8,2024-11-04 08:08:59,14388.89,Monday,18,348.25333333333333,2,0.8235720858203605,0,Normal,0.06857203266403111,1,Normal,42.09
TX000521,AC00098,137.57,2023-12-11 17:26:22,Debit,Louisville,D000218,40.10.25.102,M067,Online,54,Engineer,70,1,5103.67,2024-11-04 08:11:22,4966.1,Monday,17,642.514,1,0.17898191046928827,0,Normal,0.19313084315328405,1,Normal,4.26
TX000522,AC00345,534.62,2023-12-05 17:51:28,Debit,Oklahoma City,D000354,178.34.103.183,M007,Online,55,Doctor,45,1,13793.53,2024-11-04 08:06:35,13258.91,Tuesday,17,314.1388888888889,1,1.2285620494299472,0,Normal,0.04531049814657129,1,Normal,49.15
TX000523,AC00360,463.92,2023-03-13 16:41:12,Debit,Mesa,D000533,199.103.32.145,M010,Online,50,Engineer,199,1,2403.39,2024-11-04 08:09:14,1939.4699999999998,Monday,16,322.37166666666667,2,0.9336757539377479,0,Normal,0.13998585439905947,1,Normal,20.4
TX000524,AC00043,320.14,2023-01-31 16:58:42,Debit,Milwaukee,D000141,83.182.211.68,M021,Online,60,Retired,96,1,3075.97,2024-11-04 08:07:40,2755.83,Tuesday,16,503.6875,1,0.6004165792581724,0,Normal,0.20398431621744384,1,Normal,0.96
TX000525,AC00295,214.93,2023-05-15 17:02:15,Debit,Albuquerque,D000038,23.255.214.209,M038,Online,28,Student,52,1,7835.4,2024-11-04 08:08:51,7620.469999999999,Monday,17,249.90166666666667,1,0.2462732327029361,0,Normal,0.18415013100864236,1,Normal,6.98
TX000526,AC00313,660.02,2023-10-12 16:57:36,Debit,Nashville,D000462,77.7.223.184,M053,Branch,20,Student,84,1,414.43,2024-11-04 08:08:35,-245.58999999999997,Thursday,16,247.89999999999998,0,0.7003679708752227,0,Normal,0.12747759224736416,1,Normal,24.2
TX000527,AC00173,345.81,2023-06-26 16:10:57,Debit,Raleigh,D000417,191.82.103.198,M099,Branch,40,Engineer,135,1,6116.8,2024-11-04 08:12:14,5770.99,Monday,16,448.8,2,0.9145698886264187,0,Normal,0.1891413348072843,1,Normal,5.47
TX000528,AC00364,143.54,2023-10-16 16:06:05,Debit,Philadelphia,D000432,83.207.115.164,M096,ATM,71,Retired,80,1,6067.62,2024-11-04 08:08:22,5924.08,Monday,16,143.54,1,0.23126066901224235,0,Normal,0.19028895120496836,1,Normal,5.12
TX000529,AC00339,42.55,2023-03-31 18:57:11,Debit,Seattle,D000034,40.192.99.27,M013,Branch,53,Engineer,29,1,7341.43,2024-11-04 08:10:32,7298.88,Friday,18,278.74222222222227,1,0.7514199305698759,0,Normal,0.1527197916040165,1,Normal,16.53
TX000530,AC00265,1063.25,2023-01-17 16:48:10,Credit,Omaha,D000029,87.50.72.69,M070,Online,21,Student,128,1,1240.71,2024-11-04 08:07:39,2303.96,Tuesday,16,439.2888888888889,0,0.8601768146166879,0,Normal,0.07244750904491248,1,Normal,40.91
TX000531,AC00369,541.79,2023-08-11 16:43:45,Debit,Mesa,D000558,93.169.212.219,M098,ATM,22,Student,125,1,1454.08,2024-11-04 08:11:29,912.29,Friday,16,380.00666666666666,0,0.9569349302546876,0,Normal,0.16545323839237097,1,Normal,12.66
TX000532,AC00033,40.57,2023-02-13 17:02:27,Debit,Columbus,D000380,173.252.44.183,M096,Branch,26,Student,63,1,1476.91,2024-11-04 08:06:37,1436.3400000000001,Monday,17,150.165,1,0.5143588826798464,0,Normal,0.18137577528677962,1,Normal,7.83
TX000533,AC00077,120.24,2023-08-28 16:52:22,Debit,Milwaukee,D000570,49.29.37.185,M087,Branch,18,Student,131,2,1943.13,2024-11-04 08:08:20,1822.89,Monday,16,292.72,2,0.8525507224734721,3,Suspicious Group 3,0.06405414091387263,1,Normal,43.46
TX000534,AC00437,498.67,2023-12-05 16:19:23,Debit,Miami,D000690,89.6.100.149,M036,Online,28,Student,244,1,1719.97,2024-11-04 08:08:24,1221.3,Tuesday,16,230.5425,2,1.31297248358023,0,Normal,0.08580096496927403,1,Normal,36.85
TX000535,AC00152,227.22,2023-03-27 18:52:04,Debit,El Paso,D000350,197.187.216.106,M074,ATM,53,Doctor,220,1,832.82,2024-11-04 08:11:56,605.6,Monday,18,242.4675,2,0.47235460973843546,0,Normal,0.12791160815235675,1,Normal,24.06
