index,person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,age_group,income_group,loan_amount_group,loan_to_income_ratio,loan_to_emp_length_ratio,int_rate_to_loan_amt_ratio,credit_risk_score,risk_category
10421,24,27000,RENT,0.0,DEBTCONSOLIDATION,C,10000,12.73,1,0.37,N,2,20-25,low-middle,medium,0.37037037037037035,0.0,0.001273,0.8578725524452321,High Risk
10422,22,27048,RENT,0.0,EDUCATION,C,10000,12.61,1,0.37,Y,4,20-25,low-middle,medium,0.3697131026323573,0.0,0.001261,0.7137529971503478,High Risk
10423,22,27376,RENT,0.0,EDUCATION,C,10000,10.28,1,0.37,N,3,20-25,low-middle,medium,0.3652834599649328,0.0,0.0010279999999999998,0.5966170321261969,Medium Risk
10425,22,28000,RENT,6.0,EDUCATION,A,10000,5.42,1,0.36,N,3,20-25,low-middle,medium,0.35714285714285715,0.0006,0.000542,0.42269361063942296,Medium Risk
10426,24,28000,RENT,8.0,MEDICAL,A,10000,6.91,1,0.36,N,3,20-25,low-middle,medium,0.35714285714285715,0.0008,0.000691,0.5779239558203679,Medium Risk
10427,25,67675,MORTGAGE,9.0,MEDICAL,C,3000,14.35,0,0.04,N,3,20-25,middle,small,0.04432951606944958,0.003,0.004783333333333333,0.0780599167268575,Low Risk
10428,21,28600,RENT,3.0,PERSONAL,C,10000,11.34,1,0.35,Y,3,20-25,low-middle,medium,0.34965034965034963,0.0003,0.001134,0.661379670105429,High Risk
10429,25,29000,RENT,5.0,VENTURE,A,10000,7.49,1,0.34,N,2,20-25,low-middle,medium,0.3448275862068966,0.0005,0.000749,0.4414281958022425,Medium Risk
10430,22,29000,RENT,6.0,MEDICAL,A,10000,7.29,1,0.34,N,3,20-25,low-middle,medium,0.3448275862068966,0.0006,0.000729,0.651745658437629,High Risk
10431,22,67775,MORTGAGE,3.0,EDUCATION,C,9600,14.79,0,0.14,Y,4,20-25,middle,medium,0.1416451493913685,0.0003125,0.001540625,0.05025596424801361,Low Risk
10432,24,29000,RENT,1.0,VENTURE,B,10000,10.74,1,0.34,N,2,20-25,low-middle,medium,0.3448275862068966,0.0001,0.001074,0.5402561196703909,Medium Risk
10433,21,29000,RENT,5.0,DEBTCONSOLIDATION,B,10000,10.0,1,0.34,N,4,20-25,low-middle,medium,0.3448275862068966,0.0005,0.001,0.7775958429152275,High Risk
10434,22,67807,MORTGAGE,6.0,VENTURE,A,6400,7.14,0,0.09,N,3,20-25,middle,medium,0.09438553541669739,0.0009375,0.0011156249999999999,0.01283729155650645,Low Risk
10435,23,61836,MORTGAGE,4.0,DEBTCONSOLIDATION,D,1700,16.77,1,0.03,N,4,20-25,middle,small,0.02749207581344201,0.002352941176470588,0.00986470588235294,0.656992156218676,High Risk
10436,26,67900,MORTGAGE,2.0,DEBTCONSOLIDATION,A,2400,8.49,0,0.04,N,4,20-25,middle,small,0.035346097201767304,0.0008333333333333334,0.0035375000000000003,0.029013512175048363,Low Risk
10437,26,29406,RENT,5.0,HOMEIMPROVEMENT,B,10000,11.71,1,0.34,N,4,20-25,low-middle,medium,0.3400666530640005,0.0005,0.0011710000000000002,0.7558855177951113,High Risk
10438,24,67992,MORTGAGE,8.0,DEBTCONSOLIDATION,B,12000,10.75,0,0.18,N,2,20-25,middle,large,0.17649135192375573,0.0006666666666666666,0.0008958333333333333,0.06290566104508301,Low Risk
10439,23,68000,MORTGAGE,7.0,VENTURE,A,12000,7.51,0,0.18,N,3,20-25,middle,large,0.17647058823529413,0.0005833333333333334,0.0006258333333333333,0.015404613209789196,Low Risk
10440,25,68000,MORTGAGE,3.0,HOMEIMPROVEMENT,D,6500,16.29,0,0.1,Y,3,20-25,middle,medium,0.09558823529411764,0.00046153846153846153,0.002506153846153846,0.39592666219960504,Medium Risk
10441,23,30000,RENT,0.0,HOMEIMPROVEMENT,C,10000,15.27,1,0.33,Y,4,20-25,low-middle,medium,0.3333333333333333,0.0,0.001527,0.8512876171743035,High Risk
10442,22,68000,MORTGAGE,6.0,EDUCATION,D,20000,16.77,0,0.29,Y,4,20-25,middle,very large,0.29411764705882354,0.0003,0.0008384999999999999,0.6311736647077448,High Risk
10443,22,68000,MORTGAGE,6.0,DEBTCONSOLIDATION,A,16000,7.9,0,0.24,N,4,20-25,middle,very large,0.23529411764705882,0.000375,0.00049375,0.07811967707561181,Low Risk
10444,23,30000,RENT,7.0,EDUCATION,C,10000,13.99,1,0.33,N,2,20-25,low-middle,medium,0.3333333333333333,0.0007,0.001399,0.6319162149601321,High Risk
10445,21,30000,RENT,5.0,VENTURE,B,10000,11.99,1,0.33,N,4,20-25,low-middle,medium,0.3333333333333333,0.0005,0.001199,0.4989204412773983,Medium Risk
10446,24,30000,RENT,0.0,PERSONAL,E,10000,19.29,1,0.33,Y,3,20-25,low-middle,medium,0.3333333333333333,0.0,0.001929,0.970253562050482,High Risk
10447,23,30000,RENT,3.0,DEBTCONSOLIDATION,A,10000,7.49,1,0.33,N,2,20-25,low-middle,medium,0.3333333333333333,0.0003,0.000749,0.6798437562115522,High Risk
10448,26,30000,RENT,1.0,DEBTCONSOLIDATION,A,10000,6.99,1,0.33,N,4,20-25,low-middle,medium,0.3333333333333333,0.0001,0.000699,0.6789120029752493,High Risk
10449,22,68000,MORTGAGE,6.0,EDUCATION,C,9000,15.27,0,0.13,N,2,20-25,middle,medium,0.1323529411764706,0.0006666666666666666,0.0016966666666666666,0.047792458198524485,Low Risk
10450,23,52700,MORTGAGE,7.0,MEDICAL,D,8000,16.29,1,0.13,Y,2,20-25,middle,medium,0.15180265654648956,0.000875,0.00203625,0.7456693117810395,High Risk
10451,25,68000,OWN,8.0,HOMEIMPROVEMENT,B,6000,12.42,0,0.09,N,4,20-25,middle,medium,0.08823529411764706,0.0013333333333333333,0.00207,0.00823784913517157,Low Risk
10452,23,68000,MORTGAGE,7.0,MEDICAL,B,10000,9.91,0,0.15,N,4,20-25,middle,medium,0.14705882352941177,0.0007,0.000991,0.03770349973794964,Low Risk
10453,21,52700,MORTGAGE,4.0,MEDICAL,D,26400,16.49,1,0.43,N,3,20-25,middle,very large,0.5009487666034156,0.00015151515151515152,0.0006246212121212121,0.9991965422391803,High Risk
10454,22,68000,MORTGAGE,6.0,EDUCATION,A,11000,6.99,0,0.16,N,4,20-25,middle,large,0.16176470588235295,0.0005454545454545455,0.0006354545454545455,0.024759816104636078,Low Risk
10455,23,68000,MORTGAGE,5.0,EDUCATION,B,11500,9.99,0,0.17,N,3,20-25,middle,large,0.16911764705882354,0.0004347826086956522,0.000868695652173913,0.03023051043219798,Low Risk
10456,22,30000,RENT,6.0,DEBTCONSOLIDATION,B,10000,10.37,1,0.33,N,4,20-25,low-middle,medium,0.3333333333333333,0.0006,0.001037,0.733226039806209,High Risk
10457,24,30000,RENT,3.0,MEDICAL,A,10000,5.79,1,0.33,N,4,20-25,low-middle,medium,0.3333333333333333,0.0003,0.000579,0.573037171648088,Medium Risk
10458,24,68000,MORTGAGE,8.0,MEDICAL,A,8000,7.49,0,0.12,N,4,20-25,middle,medium,0.11764705882352941,0.001,0.00093625,0.024474838988499684,Low Risk
10459,25,30000,RENT,9.0,MEDICAL,A,10000,7.51,1,0.33,N,2,20-25,low-middle,medium,0.3333333333333333,0.0009,0.0007509999999999999,0.5770484869905983,Medium Risk
10460,22,68000,MORTGAGE,3.0,VENTURE,A,6500,5.99,0,0.1,N,4,20-25,middle,medium,0.09558823529411764,0.00046153846153846153,0.0009215384615384616,0.007593983882673738,Low Risk
10461,22,30000,RENT,4.0,EDUCATION,B,10000,11.86,1,0.33,N,2,20-25,low-middle,medium,0.3333333333333333,0.0004,0.001186,0.5743888441132833,Medium Risk
10462,22,68000,MORTGAGE,6.0,PERSONAL,A,10000,7.49,0,0.15,N,2,20-25,middle,medium,0.14705882352941177,0.0006,0.000749,0.022182200260855153,Low Risk
10463,25,68000,MORTGAGE,2.0,VENTURE,C,6500,12.99,0,0.1,Y,3,20-25,middle,medium,0.09558823529411764,0.0003076923076923077,0.0019984615384615384,0.0170579974429099,Low Risk
10464,22,30000,RENT,4.0,EDUCATION,C,10000,14.35,1,0.33,N,3,20-25,low-middle,medium,0.3333333333333333,0.0004,0.0014349999999999999,0.6563080347589476,High Risk
10465,22,30000,RENT,5.0,PERSONAL,C,10000,13.98,1,0.33,Y,2,20-25,low-middle,medium,0.3333333333333333,0.0005,0.001398,0.6923041133864457,High Risk
10468,26,68000,MORTGAGE,10.0,EDUCATION,A,10000,8.49,0,0.15,N,3,20-25,middle,medium,0.14705882352941177,0.001,0.000849,0.01772275407571127,Low Risk
10469,22,68000,MORTGAGE,6.0,PERSONAL,B,10000,10.74,0,0.15,N,2,20-25,middle,medium,0.14705882352941177,0.0006,0.001074,0.030196530493019114,Low Risk
10470,26,68000,MORTGAGE,3.0,DEBTCONSOLIDATION,A,10000,5.79,0,0.15,N,2,20-25,middle,medium,0.14705882352941177,0.0003,0.000579,0.03610121415474233,Low Risk
10471,25,30000,RENT,4.0,MEDICAL,A,10000,7.51,1,0.33,N,3,20-25,low-middle,medium,0.3333333333333333,0.0004,0.0007509999999999999,0.6021918119016504,High Risk
10473,23,68000,MORTGAGE,3.0,VENTURE,B,9750,10.37,0,0.14,N,3,20-25,middle,medium,0.14338235294117646,0.0003076923076923077,0.0010635897435897436,0.024283038274411136,Low Risk
10474,23,30000,RENT,3.0,PERSONAL,B,10000,11.48,1,0.33,N,4,20-25,low-middle,medium,0.3333333333333333,0.0003,0.0011480000000000001,0.630383661761938,High Risk
10475,23,30000,RENT,7.0,MEDICAL,B,10000,12.18,1,0.33,N,3,20-25,low-middle,medium,0.3333333333333333,0.0007,0.001218,0.6939718710239352,High Risk
10476,23,68000,MORTGAGE,2.0,VENTURE,B,10000,10.37,0,0.15,N,2,20-25,middle,medium,0.14705882352941177,0.0002,0.001037,0.018038526815453537,Low Risk
10477,21,30000,RENT,1.0,MEDICAL,B,10000,11.14,1,0.33,N,2,20-25,low-middle,medium,0.3333333333333333,0.0001,0.001114,0.6974135191166698,High Risk
10478,22,30000,RENT,7.0,VENTURE,B,10000,11.14,1,0.33,N,2,20-25,low-middle,medium,0.3333333333333333,0.0007,0.001114,0.46273042459154146,Medium Risk
10479,23,68000,MORTGAGE,7.0,PERSONAL,A,12000,5.42,0,0.18,N,4,20-25,middle,large,0.17647058823529413,0.0005833333333333334,0.0004516666666666667,0.02255627561374903,Low Risk
10480,23,30000,RENT,3.0,PERSONAL,B,10000,11.14,1,0.33,N,2,20-25,low-middle,medium,0.3333333333333333,0.0003,0.001114,0.6174684640200538,High Risk
10481,24,30000,RENT,0.0,MEDICAL,D,10000,14.61,1,0.33,N,3,20-25,low-middle,medium,0.3333333333333333,0.0,0.0014609999999999998,0.9648117740536709,High Risk
10483,26,68000,MORTGAGE,2.0,MEDICAL,A,3600,6.54,0,0.05,N,3,20-25,middle,small,0.052941176470588235,0.0005555555555555556,0.0018166666666666667,0.0222002660584753,Low Risk
10485,22,68000,MORTGAGE,6.0,MEDICAL,A,13000,7.88,0,0.19,N,2,20-25,middle,large,0.19117647058823528,0.00046153846153846153,0.0006061538461538461,0.05356623987243336,Low Risk
10486,22,30000,RENT,1.0,MEDICAL,A,10000,9.63,1,0.33,N,4,20-25,low-middle,medium,0.3333333333333333,0.0001,0.0009630000000000001,0.6670402450919546,High Risk
10487,24,68000,MORTGAGE,7.0,EDUCATION,A,6000,7.88,0,0.09,N,2,20-25,middle,medium,0.08823529411764706,0.0011666666666666668,0.0013133333333333332,0.012887037431031556,Low Risk
10488,22,30000,RENT,1.0,MEDICAL,C,10000,12.53,1,0.33,N,4,20-25,low-middle,medium,0.3333333333333333,0.0001,0.001253,0.7478270778855821,High Risk
10489,22,68000,MORTGAGE,6.0,MEDICAL,A,3500,6.39,0,0.05,N,4,20-25,middle,small,0.051470588235294115,0.0017142857142857142,0.0018257142857142855,0.02086355035217176,Low Risk
10490,24,30000,RENT,4.0,DEBTCONSOLIDATION,C,10000,11.66,1,0.33,N,2,20-25,low-middle,medium,0.3333333333333333,0.0004,0.001166,0.7749271371813469,High Risk
10491,24,30000,RENT,0.0,PERSONAL,A,10000,8.38,1,0.33,N,2,20-25,low-middle,medium,0.3333333333333333,0.0,0.0008380000000000001,0.5635630156449286,Medium Risk
10493,23,30680,RENT,7.0,DEBTCONSOLIDATION,B,10000,10.37,1,0.33,N,4,20-25,low-middle,medium,0.3259452411994785,0.0007,0.001037,0.6183796683408989,High Risk
10494,26,30720,RENT,4.0,DEBTCONSOLIDATION,B,10000,11.49,1,0.33,N,3,20-25,low-middle,medium,0.3255208333333333,0.0004,0.001149,0.6410835877849017,High Risk
10495,25,30720,RENT,6.0,EDUCATION,B,10000,10.37,1,0.33,N,2,20-25,low-middle,medium,0.3255208333333333,0.0006,0.001037,0.39532589385103545,Medium Risk
10496,22,68000,MORTGAGE,3.0,EDUCATION,B,14800,9.88,0,0.22,N,4,20-25,middle,large,0.21764705882352942,0.0002027027027027027,0.0006675675675675676,0.04308667883431552,Low Risk
10497,26,30720,RENT,5.0,DEBTCONSOLIDATION,A,10000,7.88,1,0.33,N,2,20-25,low-middle,medium,0.3255208333333333,0.0005,0.000788,0.5498527185370051,Medium Risk
10499,22,31000,RENT,6.0,PERSONAL,A,10000,8.9,1,0.32,N,4,20-25,low-middle,medium,0.3225806451612903,0.0006,0.0008900000000000001,0.5076858931317054,Medium Risk
10500,26,68000,OWN,8.0,PERSONAL,B,24250,12.18,0,0.36,N,4,20-25,middle,very large,0.35661764705882354,0.00032989690721649484,0.0005022680412371134,0.027376080212849433,Low Risk
10501,24,68000,MORTGAGE,8.0,HOMEIMPROVEMENT,A,3600,7.74,0,0.05,N,4,20-25,middle,small,0.052941176470588235,0.0022222222222222222,0.00215,0.03856446754569815,Low Risk
10502,24,31000,RENT,2.0,VENTURE,C,10000,14.65,1,0.32,N,2,20-25,low-middle,medium,0.3225806451612903,0.0002,0.001465,0.5397397962729868,Medium Risk
10503,26,68000,OWN,6.0,PERSONAL,C,21000,13.92,0,0.31,N,4,20-25,middle,very large,0.3088235294117647,0.00028571428571428574,0.0006628571428571429,0.02732913928319065,Low Risk
10504,22,31000,RENT,3.0,VENTURE,E,10000,19.42,1,0.32,Y,2,20-25,low-middle,medium,0.3225806451612903,0.0003,0.0019420000000000001,0.9359791262337096,High Risk
10506,23,31000,RENT,0.0,MEDICAL,A,10000,7.51,1,0.32,N,2,20-25,low-middle,medium,0.3225806451612903,0.0,0.0007509999999999999,0.5720443361295042,Medium Risk
10507,25,62000,MORTGAGE,2.0,HOMEIMPROVEMENT,E,20000,17.04,1,0.32,N,3,20-25,middle,very large,0.3225806451612903,0.0001,0.000852,0.8752043421908453,High Risk
10508,25,31200,RENT,3.0,MEDICAL,B,10000,9.91,1,0.32,N,4,20-25,low-middle,medium,0.32051282051282054,0.0003,0.000991,0.5852063509874379,Medium Risk
10510,24,68000,MORTGAGE,1.0,PERSONAL,E,5500,15.68,0,0.08,N,4,20-25,middle,medium,0.08088235294117647,0.0001818181818181818,0.002850909090909091,0.30013967964109617,Medium Risk
10512,23,68000,MORTGAGE,4.0,EDUCATION,A,1000,8.0,0,0.01,N,3,20-25,middle,small,0.014705882352941176,0.004,0.008,0.04956577679952013,Low Risk
10513,22,31200,RENT,5.0,PERSONAL,C,10000,12.73,1,0.32,N,4,20-25,low-middle,medium,0.32051282051282054,0.0005,0.001273,0.5951954283912982,Medium Risk
10514,23,68000,MORTGAGE,2.0,DEBTCONSOLIDATION,C,21000,12.84,0,0.31,N,2,20-25,middle,very large,0.3088235294117647,9.523809523809524e-05,0.0006114285714285715,0.2589595542565947,Low Risk
10515,26,52700,MORTGAGE,3.0,MEDICAL,D,7500,13.8,1,0.12,N,2,20-25,middle,medium,0.14231499051233396,0.0004,0.00184,0.6980853219355238,High Risk
10516,23,62000,MORTGAGE,8.0,HOMEIMPROVEMENT,C,9000,11.03,1,0.15,N,2,20-25,middle,medium,0.14516129032258066,0.0008888888888888889,0.0012255555555555555,0.06282885887126141,Low Risk
10517,24,68004,MORTGAGE,5.0,HOMEIMPROVEMENT,A,4200,5.42,0,0.06,N,4,20-25,middle,small,0.061761072878065995,0.0011904761904761906,0.0012904761904761904,0.027903898236642823,Low Risk
10518,26,32000,RENT,6.0,PERSONAL,A,10000,6.99,1,0.31,N,3,20-25,low-middle,medium,0.3125,0.0006,0.000699,0.4171618516255611,Medium Risk
10519,24,68004,MORTGAGE,7.0,EDUCATION,A,4000,6.39,0,0.06,N,3,20-25,middle,small,0.0588200694076819,0.00175,0.0015975,0.010379499007010625,Low Risk
10520,26,52703,MORTGAGE,5.0,MEDICAL,B,4000,11.89,1,0.06,N,4,20-25,middle,small,0.07589700776046904,0.00125,0.0029725000000000003,0.0989534234256933,Low Risk
10521,21,68004,MORTGAGE,5.0,EDUCATION,B,16000,11.26,0,0.24,N,3,20-25,middle,very large,0.2352802776307276,0.0003125,0.00070375,0.04690932541003424,Low Risk
10522,23,32000,RENT,5.0,MEDICAL,A,10000,7.29,1,0.31,N,3,20-25,low-middle,medium,0.3125,0.0005,0.000729,0.5092950676973669,Medium Risk
10523,23,32000,RENT,7.0,VENTURE,C,10000,13.11,1,0.31,Y,4,20-25,low-middle,medium,0.3125,0.0007,0.0013109999999999999,0.4499828596919112,Medium Risk
10525,22,32000,RENT,4.0,VENTURE,D,10000,16.07,1,0.31,N,2,20-25,low-middle,medium,0.3125,0.0004,0.001607,0.895923102858231,High Risk
10526,22,32000,RENT,2.0,VENTURE,C,10000,13.22,1,0.31,N,3,20-25,low-middle,medium,0.3125,0.0002,0.001322,0.4751547645507727,Medium Risk
10528,23,32004,RENT,3.0,MEDICAL,C,10000,13.79,1,0.31,Y,3,20-25,low-middle,medium,0.31246094238220223,0.0003,0.001379,0.6873766047204174,High Risk
10529,22,32376,RENT,1.0,EDUCATION,C,10000,13.61,1,0.31,Y,4,20-25,low-middle,medium,0.30887076847047196,0.0001,0.001361,0.5106758392253888,Medium Risk
10530,21,32400,RENT,1.0,EDUCATION,B,10000,11.48,1,0.31,N,2,20-25,low-middle,medium,0.30864197530864196,0.0001,0.0011480000000000001,0.4285255403060361,Medium Risk
10531,26,68399,MORTGAGE,7.0,PERSONAL,A,10500,6.91,0,0.15,N,3,20-25,middle,large,0.15351101624292754,0.0006666666666666666,0.0006580952380952381,0.0298253171592879,Low Risk
10532,25,62400,OWN,7.0,PERSONAL,E,4000,18.39,1,0.06,Y,2,20-25,middle,small,0.0641025641025641,0.00175,0.0045975,0.09804737971661993,Low Risk
10534,23,32580,RENT,0.0,PERSONAL,B,10000,11.14,1,0.31,N,3,20-25,low-middle,medium,0.3069367710251688,0.0,0.001114,0.45398149816620476,Medium Risk
10535,22,32647,RENT,7.0,VENTURE,B,10000,11.48,1,0.31,N,3,20-25,low-middle,medium,0.3063068582105553,0.0007,0.0011480000000000001,0.29321878456761696,Low Risk
10536,24,68400,OWN,8.0,MEDICAL,A,6000,6.54,0,0.09,N,4,20-25,middle,medium,0.08771929824561403,0.0013333333333333333,0.00109,0.002862564709214209,Low Risk
10538,25,33000,RENT,3.0,VENTURE,A,10000,7.51,0,0.3,N,4,20-25,low-middle,medium,0.30303030303030304,0.0003,0.0007509999999999999,0.29207452831521247,Low Risk
10539,26,33000,RENT,3.0,PERSONAL,B,10000,11.71,0,0.3,N,3,20-25,low-middle,medium,0.30303030303030304,0.0003,0.0011710000000000002,0.515195197869504,Medium Risk
10540,23,33000,RENT,4.0,EDUCATION,C,10000,14.65,0,0.3,N,3,20-25,low-middle,medium,0.30303030303030304,0.0004,0.001465,0.5510750605740735,Medium Risk
10541,23,33000,RENT,4.0,EDUCATION,B,10000,11.99,0,0.3,N,4,20-25,low-middle,medium,0.30303030303030304,0.0004,0.001199,0.46662263661548814,Medium Risk
10542,23,33000,RENT,1.0,MEDICAL,A,10000,5.42,0,0.3,N,3,20-25,low-middle,medium,0.30303030303030304,0.0001,0.000542,0.45730762920736007,Medium Risk
10544,26,33200,RENT,2.0,MEDICAL,B,10000,11.49,0,0.3,N,2,20-25,low-middle,medium,0.30120481927710846,0.0002,0.001149,0.5570831677211289,Medium Risk
10546,21,33276,RENT,1.0,DEBTCONSOLIDATION,B,10000,11.83,0,0.3,N,3,20-25,low-middle,medium,0.30051688904916457,0.0001,0.001183,0.644968936300292,High Risk
10547,23,33280,RENT,2.0,EDUCATION,A,10000,7.51,0,0.3,N,4,20-25,low-middle,medium,0.3004807692307692,0.0002,0.0007509999999999999,0.3318984906376007,Medium Risk
10548,26,68500,MORTGAGE,7.0,MEDICAL,A,9000,7.88,0,0.13,N,4,20-25,middle,medium,0.13138686131386862,0.0007777777777777777,0.0008755555555555555,0.03371889017520042,Low Risk
10549,22,33280,RENT,2.0,VENTURE,C,10000,12.53,0,0.3,Y,4,20-25,low-middle,medium,0.3004807692307692,0.0002,0.001253,0.39175936071768375,Medium Risk
10550,23,62500,MORTGAGE,3.0,DEBTCONSOLIDATION,D,10000,15.7,1,0.16,N,3,20-25,middle,medium,0.16,0.0003,0.00157,0.5381441840094253,Medium Risk
10551,25,33500,RENT,2.0,VENTURE,B,10000,10.25,0,0.3,N,3,20-25,low-middle,medium,0.29850746268656714,0.0002,0.001025,0.285623103037519,Low Risk
10552,26,68500,MORTGAGE,0.0,EDUCATION,B,6500,11.14,0,0.09,N,2,20-25,middle,medium,0.0948905109489051,0.0,0.001713846153846154,0.028687207857954644,Low Risk
10553,23,68500,MORTGAGE,7.0,EDUCATION,C,4200,11.66,0,0.06,Y,4,20-25,middle,small,0.061313868613138686,0.0016666666666666668,0.0027761904761904764,0.025106459022590483,Low Risk
10554,24,33500,RENT,2.0,VENTURE,C,10000,13.16,0,0.3,Y,3,20-25,low-middle,medium,0.29850746268656714,0.0002,0.0013160000000000001,0.36783514319088145,Medium Risk
10556,24,33600,RENT,1.0,DEBTCONSOLIDATION,B,10000,9.88,1,0.3,N,4,20-25,low-middle,medium,0.2976190476190476,0.0001,0.0009880000000000002,0.5533248307638615,Medium Risk
10557,22,33600,RENT,3.0,EDUCATION,B,10000,10.25,0,0.3,N,3,20-25,low-middle,medium,0.2976190476190476,0.0003,0.001025,0.34337412997424244,Medium Risk
10558,25,33600,RENT,2.0,MEDICAL,C,10000,11.03,0,0.3,Y,4,20-25,low-middle,medium,0.2976190476190476,0.0002,0.001103,0.5190706457858247,Medium Risk
10559,22,62654,MORTGAGE,4.0,HOMEIMPROVEMENT,D,6000,14.74,1,0.1,N,4,20-25,middle,medium,0.09576403741181728,0.0006666666666666666,0.002456666666666667,0.3826093277067063,Medium Risk
10560,22,68670,MORTGAGE,5.0,EDUCATION,A,20000,6.91,0,0.29,N,3,20-25,middle,very large,0.291247997670016,0.00025,0.0003455,0.06832869668837857,Low Risk
10562,25,33996,RENT,4.0,HOMEIMPROVEMENT,C,10000,12.53,1,0.29,N,2,20-25,low-middle,medium,0.29415225320625954,0.0004,0.001253,0.7016239369510007,High Risk
10563,21,34000,RENT,5.0,EDUCATION,B,10000,9.91,0,0.29,N,4,20-25,low-middle,medium,0.29411764705882354,0.0005,0.000991,0.40075911758529076,Medium Risk
10564,21,34000,RENT,0.0,EDUCATION,C,10000,13.61,0,0.29,Y,4,20-25,low-middle,medium,0.29411764705882354,0.0,0.001361,0.5326355982808305,Medium Risk
10565,22,34500,RENT,0.0,DEBTCONSOLIDATION,C,10000,13.79,0,0.29,N,2,20-25,low-middle,medium,0.2898550724637681,0.0,0.001379,0.6663717217196533,High Risk
10566,24,68900,MORTGAGE,2.0,HOMEIMPROVEMENT,B,19500,11.83,0,0.28,N,2,20-25,middle,very large,0.2830188679245283,0.00010256410256410256,0.0006066666666666667,0.23333952715019818,Low Risk
10567,25,53467,MORTGAGE,5.0,MEDICAL,D,25000,15.7,1,0.4,Y,4,20-25,middle,very large,0.46757813230590833,0.0002,0.000628,0.9984532349592617,High Risk
10568,26,34995,RENT,4.0,EDUCATION,A,10000,7.88,0,0.29,N,2,20-25,low-middle,medium,0.2857551078725532,0.0004,0.000788,0.22895699996605648,Low Risk
10570,21,69000,MORTGAGE,5.0,PERSONAL,A,13250,6.62,0,0.19,N,2,20-25,middle,large,0.19202898550724637,0.0003773584905660377,0.0004996226415094339,0.038281658918698024,Low Risk
10571,26,63000,MORTGAGE,4.0,EDUCATION,C,12000,15.27,1,0.19,N,2,20-25,middle,large,0.19047619047619047,0.0003333333333333333,0.0012725,0.07025471437259326,Low Risk
10572,25,69000,MORTGAGE,9.0,MEDICAL,A,25000,6.99,0,0.36,N,2,20-25,middle,very large,0.36231884057971014,0.00036,0.0002796,0.1790861357197237,Low Risk
10573,22,69000,MORTGAGE,0.0,EDUCATION,A,15000,8.49,0,0.22,N,2,20-25,middle,large,0.21739130434782608,0.0,0.000566,0.038014077093790705,Low Risk
10574,23,35000,RENT,2.0,VENTURE,A,10000,7.29,0,0.29,N,4,20-25,low-middle,medium,0.2857142857142857,0.0002,0.000729,0.179621703672091,Low Risk
10575,21,35000,RENT,6.0,VENTURE,A,10000,7.66,0,0.29,N,3,20-25,low-middle,medium,0.2857142857142857,0.0006,0.000766,0.17396172998446258,Low Risk
10576,23,35000,RENT,1.0,EDUCATION,A,10000,5.79,0,0.29,N,2,20-25,low-middle,medium,0.2857142857142857,0.0001,0.000579,0.20857341297487272,Low Risk
10577,23,29000,RENT,0.0,EDUCATION,E,10000,17.93,1,0.34,Y,3,20-25,low-middle,medium,0.3448275862068966,0.0,0.0017929999999999999,0.9671666650246413,High Risk
10578,24,35000,RENT,8.0,DEBTCONSOLIDATION,C,10000,13.48,0,0.29,N,4,20-25,low-middle,medium,0.2857142857142857,0.0008,0.001348,0.5610777182825248,Medium Risk
10579,22,69000,MORTGAGE,6.0,MEDICAL,A,6500,5.99,0,0.09,N,2,20-25,middle,medium,0.09420289855072464,0.0009230769230769231,0.0009215384615384616,0.025907480897680586,Low Risk
10580,23,69000,OWN,7.0,MEDICAL,A,9000,5.99,0,0.13,N,3,20-25,middle,medium,0.13043478260869565,0.0007777777777777777,0.0006655555555555556,0.004150892824799765,Low Risk
10581,25,69000,MORTGAGE,7.0,HOMEIMPROVEMENT,A,9600,7.49,0,0.14,N,3,20-25,middle,medium,0.1391304347826087,0.0007291666666666667,0.0007802083333333334,0.04446981107282207,Low Risk
10582,26,69000,MORTGAGE,8.0,PERSONAL,A,15000,7.49,0,0.22,N,3,20-25,middle,large,0.21739130434782608,0.0005333333333333334,0.0004993333333333334,0.03662534014905013,Low Risk
10583,23,69000,MORTGAGE,7.0,MEDICAL,C,8325,13.49,0,0.12,N,4,20-25,middle,medium,0.12065217391304348,0.0008408408408408409,0.0016204204204204205,0.05765710061346739,Low Risk
10584,26,69000,MORTGAGE,10.0,PERSONAL,C,5000,14.17,0,0.07,N,4,20-25,middle,small,0.07246376811594203,0.002,0.002834,0.041456212840120306,Low Risk
10585,24,69000,MORTGAGE,9.0,DEBTCONSOLIDATION,B,3000,11.11,0,0.04,N,2,20-25,middle,small,0.043478260869565216,0.003,0.003703333333333333,0.05943626607705252,Low Risk
10586,24,35000,RENT,3.0,DEBTCONSOLIDATION,C,10000,12.73,0,0.29,Y,4,20-25,low-middle,medium,0.2857142857142857,0.0003,0.001273,0.5656735268931343,Medium Risk
10588,23,35000,RENT,3.0,DEBTCONSOLIDATION,C,10000,13.22,0,0.29,N,2,20-25,low-middle,medium,0.2857142857142857,0.0003,0.001322,0.5735247264842329,Medium Risk
10589,24,35004,RENT,0.0,PERSONAL,C,10000,12.84,0,0.29,Y,4,20-25,low-middle,medium,0.2856816363844132,0.0,0.001284,0.4255343008759127,Medium Risk
